Name,City,State,Operator,Size_MW,Latitude,Longitude,Status,Electricity_Price,Composite_Score,Classification,Savings_Per_MW,Payback_Years,OPEX_Impact_Pct,Annual_Energy_Cost,Estimated_Savings,EJ_Demographic_Index,EJ_Energy_Burden_Pct,CO2_Avoided_MT,Water_Saved_Gal,Grid_Relief_Pct,Cars_Equivalent,Homes_Equivalent,Missing_Inputs_Note
Equinix DC5,Ashburn,VA,Equinix,15.0,39.0177,-77.4712,Active,0.0973,59.43,Good,145325.33,0.688,4.0,21798800.1,2179880.01,28.9,2.9,6578.0,148460358.0,0.0106,1430.0,2133.7,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Green Mountain DC1 Stavanger,Rennesøy,,Green Mountain,45.0,59.0782,5.7648,Active,0.085,59.42,Good,126954.3,0.263,4.0,57129435.0,5712943.5,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Digital Realty STO5,Kista,Stockholm,Digital Realty,8.0,59.4038,17.9481,Active,0.11,59.38,Good,164293.8,1.141,4.0,13143504.0,1314350.4,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
CtrlS Bangalore DC1,Bengaluru,Karnataka,CtrlS Bangalore DC1,12.0,12.84281991,77.67119667,Active,0.1,59.16,Good,149358.0,0.837,4.0,17922960.0,1792296.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
NCR-1,New Delhi,Delhi,Iron Mountain,12.0,28.62887633,77.38414907,Active,0.1,59.16,Good,149358.0,0.837,4.0,17922960.0,1792296.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Green Mountain OSL1 Rjukan,Rjukan,,Green Mountain,35.0,59.8745,8.5915,Active,0.085,59.04,Good,126954.3,0.338,4.0,44434005.0,4443400.5,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Green Mountain OSL2 Hamar,Hamar,,Green Mountain,30.0,60.8138,11.0892,Active,0.085,58.76,Good,126954.3,0.394,4.0,38086290.0,3808629.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix DC4,Ashburn,VA,Equinix,12.0,39.0179,-77.4719,Active,0.0973,58.57,Good,145325.33,0.86,4.0,17439040.08,1743904.01,28.9,2.9,5262.4,118768287.0,0.0085,1144.0,1706.9,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix DC6,Ashburn,VA,Equinix,12.0,39.0182,-77.4714,Active,0.0973,58.57,Good,145325.33,0.86,4.0,17439040.08,1743904.01,28.9,2.9,5262.4,118768287.0,0.0085,1144.0,1706.9,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
CoreSite VA1,Reston,VA,CoreSite,12.0,38.9572,-77.3581,Active,0.0973,58.57,Good,145325.33,0.86,4.0,17439040.08,1743904.01,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
atNorth FIN03,Espoo,,atNorth,18.0,60.2068,24.7735,Active,0.089,58.29,Good,132928.62,0.627,4.0,23927151.6,2392715.16,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
DigiPlex Fetsund,Fetsund,Oslo,DigiPlex,20.0,59.9267,11.1685,Active,0.085,57.77,Good,126954.3,0.591,4.0,25390860.0,2539086.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
DFW-3,Plano,TX,DataBank,13.5,33.09,-96.82,Active,0.0912,57.73,Good,136214.5,0.816,4.0,18388956.96,1838895.7,42.6,3.3,7471.3,90680544.0,0.0028,1624.2,1920.3,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix HE7,Espoo,,Equinix,15.0,60.1805,24.7649,Active,0.089,57.66,Good,132928.62,0.752,4.0,19939293.0,1993929.3,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Conapto Stockholm 3 North,Sollentuna,,Conapto,6.0,59.408802521371875,17.965984765303975,Active,0.11,57.48,Good,164293.8,1.522,4.0,9857628.0,985762.8,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix SK3,Spånga,Stockholm,Equinix,6.0,59.3862,17.8881,Active,0.11,57.48,Good,164293.8,1.522,4.0,9857628.0,985762.8,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
DigiPlex Oslo Rosenholm DRAS,Oslo,Oslo,DigiPlex,18.0,59.8278,10.7925,Active,0.085,57.45,Good,126954.3,0.656,4.0,22851774.0,2285177.4,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
DigiPlex Oslo Ulven DNAS,Oslo,Oslo,DigiPlex,15.0,59.9275,10.8225,Active,0.085,56.79,Good,126954.3,0.788,4.0,19043145.0,1904314.5,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
YYZ10,Markham,Ontario,Digital Realty,6.7,43.8385252931682,-79.3235104930741,Active,0.1037,56.76,Good,154884.25,1.445,4.0,10377244.48,1037724.45,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
atNorth FIN02,Espoo,,atNorth,12.0,60.1805,24.7635,Active,0.089,56.72,Good,132928.62,0.94,4.0,15951434.4,1595143.44,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Verne Finland,Vantaa,,Verne,12.0,60.2966,25.0395,Active,0.089,56.72,Good,132928.62,0.94,4.0,15951434.4,1595143.44,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix DC1,Ashburn,VA,Equinix,8.0,39.018,-77.4715,Active,0.0973,56.42,Good,145325.33,1.29,4.0,11626026.72,1162602.67,28.9,2.9,3508.2,79178858.0,0.0056,762.7,1138.0,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix DC2,Ashburn,VA,Equinix,8.0,39.0181,-77.4716,Active,0.0973,56.42,Good,145325.33,1.29,4.0,11626026.72,1162602.67,28.9,2.9,3508.2,79178858.0,0.0056,762.7,1138.0,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
EdgeConneX EDCIAD01,Herndon,VA,EdgeConneX,8.0,38.9792,-77.3833,Active,0.0973,56.42,Good,145325.33,1.29,4.0,11626026.72,1162602.67,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Qu Edmonton 1,Edmonton,Alberta,Qu Data Centres,49.0,53.53,-113.49,Active,0.0683,56.32,Good,102011.51,0.3,4.0,49985641.86,4998564.19,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix SK1,Bromma,Stockholm,Equinix,5.0,59.3538,17.9611,Active,0.11,55.95,Good,164293.8,1.826,4.0,8214690.0,821469.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
EcoDataCenter Stockholm,Stockholm,Stockholm,EcoDataCenter,5.0,59.3358,18.0632,Active,0.11,55.95,Good,164293.8,1.826,4.0,8214690.0,821469.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Hanauer Landstrasse 304-306 (FRA2),Frankfurt,,Digital Realty,0.4,50.12025651785535,8.695851267610193,Active,0.21,55.92,Good,313651.8,11.956,4.0,1254607.2,125460.72,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix HE6,Espoo,,Equinix,10.0,60.1799,24.7638,Active,0.089,55.78,Good,132928.62,1.128,4.0,13292862.0,1329286.2,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Vandagatan 3 STO6,Kista,,Digital Realty,4.9,59.41507580637459,17.937271065720658,Active,0.11,55.77,Good,164293.8,1.863,4.0,8050396.2,805039.62,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Calle de Albasanz 73 MAD2,Madrid,,Digital Realty,2.4,40.43310371250013,-3.704552563744966,Active,0.14,55.37,Good,209101.2,2.989,4.0,5018428.8,501842.88,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
BCE Richardson,Regina,Saskatchewan,BCE,300.0,50.39702466,-104.4118095,Planned,0.0548,55.16,Good,81848.18,0.061,4.0,245544552.0,24554455.2,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
STT Delhi DC 3,New Delhi,Delhi,ST Telemedia Global Data Centres,6.0,28.54305817,77.24023742,Active,0.1,54.97,Good,149358.0,1.674,4.0,8961480.0,896148.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
MUM-2,Mumbai,Maharashtra,Iron Mountain,6.0,19.14132398,73.00813411,Active,0.1,54.97,Good,149358.0,1.674,4.0,8961480.0,896148.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
EDCSEA01,Seattle,WA,EdgeConneX,4.5,47.49829,-122.29,Active,0.11,54.94,Good,164293.8,2.029,4.0,7393221.0,739322.1,25.9,2.5,1960.3,15359753.0,0.0032,426.2,640.1,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix HE5,Helsinki,,Equinix,8.0,60.2155,24.9055,Active,0.089,54.37,Good,132928.62,1.411,4.0,10634289.6,1063428.96,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
DataBank IAD1,Ashburn,VA,DataBank,6.0,39.0231,-77.4661,Active,0.0973,54.27,Good,145325.33,1.72,4.0,8719520.04,871952.0,28.9,2.9,2631.2,59384143.0,0.0042,572.0,853.5,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
NT Banggrak,Bangkok,,nt Data Center,2.7,13.738714713827468,100.51303090819071,Active,0.13,54.26,Good,194165.4,2.861,4.0,5242465.8,524246.58,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
HD-1,Hyderabad,Telangana,Iron Mountain,5.5,17.4620132,78.34308926,Active,0.1,54.21,Good,149358.0,1.826,4.0,8214690.0,821469.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
DFW17,Dallas,TX,Digital Realty,6.9,32.97,-96.71,Active,0.0912,53.83,Good,136214.5,1.596,4.0,9398800.22,939880.02,42.6,3.3,3818.7,46347834.0,0.0014,830.2,981.5,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Conapto Stockholm 2 South,Skarholmen,,Conapto,4.0,59.2796956709701,17.905622267498305,Active,0.11,53.67,Good,164293.8,2.282,4.0,6571752.0,657175.2,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Bahnhof Pionen,Stockholm,Stockholm,Bahnhof,4.0,59.3135,18.0682,Active,0.11,53.67,Good,164293.8,2.282,4.0,6571752.0,657175.2,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Downtown Dallas,Dallas,TX,Flexential,6.66,32.8011,-96.819,Active,0.0912,53.54,Good,136214.5,1.653,4.0,9071885.43,907188.54,42.6,3.3,3685.9,44735735.0,0.0014,801.3,947.4,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix CL3,Calgary,Alberta,Equinix,17.0,50.97714658,-113.9566447,Active,0.0683,53.49,Good,102011.51,0.865,4.0,17341957.38,1734195.74,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
CL3,Calgary,Alberta,Equinix,17.0,50.9771060480079,-113.956676892958,Active,0.0683,53.49,Good,102011.51,0.865,4.0,17341957.38,1734195.74,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
IDX,Palmas,Tocantins,IDX Data Centers & IT Services,1.2,-10.18746285,-48.340885,Active,0.1766,52.99,Good,263766.23,4.739,4.0,3165194.74,316519.47,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
nLighten Madrid MA1,Madrid,,nLighten,2.0,40.39943106476876,-3.720133531230485,Active,0.14,52.38,Good,209101.2,3.587,4.0,4182024.0,418202.4,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix HE1,Helsinki,,Equinix,6.0,60.2215,24.8631,Active,0.089,52.02,Good,132928.62,1.881,4.0,7975717.2,797571.72,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
RJ1 Botafogo,Rio de Janeiro,Rio de Janeiro,Equinix,1.0,-22.9548648951133,-43.1945600543638,Active,0.1766,51.69,Good,263766.23,5.687,4.0,2637662.28,263766.23,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Esbogatan 11 (STO5),Stockholm,Kista,Digital Realty,3.4,59.34449708232762,18.050528964749503,Active,0.11,51.66,Good,164293.8,2.685,4.0,5585989.2,558598.92,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
21 Rue du Port PAR4,Paris,,Digital Realty,1.4,48.8450987074598,2.3582177556483885,Active,0.16,51.38,Good,238972.8,4.483,4.0,3345619.2,334561.92,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
ESbogatan 11 (STO1),Stockholm,Kista,Digital Realty,3.3,59.34502676203679,18.061646403052848,Active,0.11,51.25,Good,164293.8,2.767,4.0,5421695.4,542169.54,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix HE3,Helsinki,,Equinix,5.0,60.1918,24.9518,Active,0.089,50.14,Good,132928.62,2.257,4.0,6646431.0,664643.1,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Bahnhof Thule,Stockholm,Stockholm,Bahnhof,3.0,59.3395,18.0425,Active,0.11,49.87,Moderate,164293.8,3.043,4.0,4928814.0,492881.4,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
STT Bangkok 3,Bangkok,,ST Telemedia,2.0,13.772766379343897,100.50785683724062,Active,0.13,49.26,Moderate,194165.4,3.863,4.0,3883308.0,388330.8,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
11-15 Rue Galilee (PAR6),Paris,,Digital Realty,1.0,48.85819811687323,2.3484622158207924,Active,0.16,48.8,Moderate,238972.8,6.277,4.0,2389728.0,238972.8,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
QC6 - Montreal III,Baie-d'Urfé,Quebec,Vantage Data Centers,89.0,45.4182062600739,-73.9276512224551,Active,0.0269,48.51,Moderate,40177.3,0.419,4.0,35757798.78,3575779.88,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Quebec City (QC2) Data Center Campus,Quebec City,Quebec,Vantage Data Centers,86.0,46.8,-71.31,Construction,0.0269,48.43,Moderate,40177.3,0.434,4.0,34552479.72,3455247.97,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
QC4 - Montreal II,Pointe-Claire,Quebec,Vantage Data Centers,48.0,45.4753563365138,-73.8006219790259,Active,0.0269,46.72,Moderate,40177.3,0.778,4.0,19285104.96,1928510.5,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Cyfuture Bangalore,Bengaluru,Karnataka,Cyfuture,3.0,12.9660167,77.61525494,Active,0.1,46.6,Moderate,149358.0,3.348,4.0,4480740.0,448074.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
NT Nonthaburi 1,Nonthaburi,,nt Data Center,1.7,13.848704728809812,100.53192923554978,Active,0.13,45.85,Moderate,194165.4,4.544,4.0,3300811.8,330081.18,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
NT Nonthaburi 2,Nonthaburi,,nt Data Center,1.7,13.848378677264222,100.50877571125359,Active,0.13,45.85,Moderate,194165.4,4.544,4.0,3300811.8,330081.18,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Cologix MTL10,Montreal,Quebec,Cologix,35.0,45.49776493,-73.57107068,Active,0.0269,45.27,Moderate,40177.3,1.067,4.0,14062055.7,1406205.57,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
PureColo DC2,Ottawa,Ontario,PureColo,2.5,45.34,-75.69,Active,0.1037,44.62,Moderate,154884.25,3.874,4.0,3872106.15,387210.61,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
MIN5,Minneapolis,MN,Cologix,1.5,44.97,-93.25,Active,0.1322,43.95,Moderate,197451.28,5.065,4.0,2961769.14,296176.91,19.6,2.8,1018.8,11966488.0,0.0017,221.5,213.4,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
MSP4,Minneapolis,MN,DataBank,0.779,44.9715601471118,-93.2546018514025,Active,0.1322,43.95,Moderate,197451.28,9.752,4.0,1538145.44,153814.54,19.6,2.8,529.1,6214596.0,0.0009,115.0,110.8,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Templus Lisbon,Lisbon,Estremadura,Templus,1.3,38.7,-9.18,Active,0.13,43.57,Moderate,194165.4,5.943,4.0,2524150.2,252415.02,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
C Spire Starkville,Starkville,MS,C Spire,1.5,33.4504,-88.8184,Active,0.1267,42.99,Moderate,189236.59,5.284,4.0,2838548.79,283854.88,39.5,5.3,787.2,12324365.0,0.0029,171.1,213.4,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
ESbogatan 11 (STO4),Stockholm,Kista,Digital Realty,1.8,59.32085416608876,18.06410782256725,Active,0.11,40.08,Moderate,164293.8,5.072,4.0,2957288.4,295728.84,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
ESbogatan 11 STO4,Kista,,Digital Realty,1.8,59.40954252450575,17.962648318211624,Active,0.11,40.08,Moderate,164293.8,5.072,4.0,2957288.4,295728.84,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Esbogatan 11 STO3,Kista,,Digital Realty,1.5,59.41956880139718,17.934384864013943,Active,0.11,40.08,Moderate,164293.8,6.087,4.0,2464407.0,246440.7,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Esbogatan 11 STO2,Kista,,Digital Realty,1.8,59.42200044946061,17.935460565700954,Active,0.11,40.08,Moderate,164293.8,5.072,4.0,2957288.4,295728.84,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Conapto Stockholm 1 City,Stockholm,,Conapto,1.0,59.3225875555501,18.0779296974535,Active,0.11,40.08,Moderate,164293.8,9.13,4.0,1642938.0,164293.8,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
STT Delhi DC 1,New Delhi,Delhi,ST Telemedia Global Data Centres,1.6,28.63105073,77.20783749,Active,0.1,38.34,Moderate,149358.0,6.277,4.0,2389728.0,238972.8,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
GDC - Chennai 1,Chennai,Tamil Nadu,NTT Data,2.0,13.06204448,80.13396892,Active,0.1,38.34,Moderate,149358.0,5.021,4.0,2987160.0,298716.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Bell Aliant Halifax,Halifax,Nova Scotia,Bell Aliant,1.0,44.66,-63.59,Active,0.0895,36.51,Moderate,133675.41,11.221,4.0,1336754.1,133675.41,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix HE2,Helsinki,Uusimaa,Equinix,1.0,60.17,24.96,Active,0.089,36.43,Moderate,132928.62,11.284,4.0,1329286.2,132928.62,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Q01-1,Levis,Quebec,QScale,12.0,46.6757899230572,-71.3276121347718,Active,0.0269,35.05,Moderate,40177.3,3.111,4.0,4821276.24,482127.62,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Q01-2,Levis,Quebec,QScale,12.0,46.6757899230572,-71.3276121347718,Construction,0.0269,35.05,Moderate,40177.3,3.111,4.0,4821276.24,482127.62,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix CL 1,Calgary,Alberta,Equinix,0.8,51.04,-114.08,Active,0.0683,32.82,Moderate,102011.51,18.38,4.0,816092.11,81609.21,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
CL1,Calgary,Alberta,Equinix,1.0,51.0456596654557,-114.068868890312,Active,0.0683,32.82,Moderate,102011.51,14.704,4.0,1020115.14,102011.51,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
CL2,Calgary,Alberta,Equinix,2.0,51.0481136519906,-114.009379151482,Active,0.0683,32.82,Moderate,102011.51,7.352,4.0,2040230.28,204023.03,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Cologix VAN1,Vancouver,British Columbia,Cologix,0.75,49.28,-123.11,Active,0.0493,29.51,Moderate,73633.49,27.162,4.0,552251.2,55225.12,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Cologix MTL11,Montreal,Quebec,Cologix,1.0,45.5,-73.56,Active,0.0269,25.6,Moderate,40177.3,37.335,4.0,401773.02,40177.3,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Cologix MTL7,Montreal,Quebec,Cologix,2.6,45.4,-73.54,Active,0.0269,25.6,Moderate,40177.3,14.359,4.0,1044609.85,104460.99,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
